Term	TermType	English	Turkish	Dutch	German	French	Italian	Portuguese	Spanish	Russian	Japanese	Korean
Start!	0	Start!	Başla!	Start!	Start!	Démarrer !	Inizia!	Começar!	¡Comenzar!	Старт!	スタート！	시작!
Stay	0	Stay	Kal	Blijf	Bleiben	Rester	Rimani	Fique	Quedarse	Останься	滞在	머물기
StuckPopupAddBottle	0	Add Bottle	Şişe Ekle	Fles Toevoegen	Flasche hinzufügen	Ajouter une bouteille	Aggiungi Bottiglia	Adicionar Garrafa	Agregar botella	Добавить бутылку	ボトルを追加	병 추가
StuckPopupAddTinyBottle	0	Add Tiny Bottle	Minik Şişe Ekle	Kleine Fles Toevoegen	Kleines Fläschchen hinzufügen	Ajouter une Petite Bouteille	Aggiungi Piccola Bottiglia	Adicionar Pequena Garrafa	Agregar Botella Pequeña	Добавить Маленькую Шишку	小瓶を追加	작은 병 추가
StuckPopupAddXBottles	0	Add <color=#235E00>{0}</color> bottles	<color=#235E00>{0}</color> şişe ekle	Voeg <color=#235E00>{0}</color> flessen toe	Füge <color=#235E00>{0}</color> Flaschen hinzu	Ajouter <color=#235E00>{0}</color> bouteilles	Aggiungi <color=#235E00>{0}</color> bottiglie	Adicione <color=#235E00>{0}</color> garrafas	Añade <color=#235E00>{0}</color> botellas	Добавьте <color=#235E00>{0}</color> бутылки	<color=#235E00>{0}</color> 本のボトルを追加	<color=#235E00>{0}</color>개의 병 추가
StuckPopupUndo	0	Undo Move	Geri Al	Ongedaan Maken	Rückgängig	Annuler	Annulla	Desfazer	Deshacer	Отмена	元に戻す	되돌리기
StuckPopupMegaShuffle	0	Shuffle All	Karıştır	Hussel	Mischen	Mélange	Mescola	Embaralhar	Barajar	Перемешать	シャッフル	셔플
StuckPopupInfoNoMove	0	No Available Moves	Hamle Yok	Geen Beschikbare Zettingen	Keine verfügbaren Züge	Aucun coup disponible	Nessuna mossa disponibile	Sem Movimentos Disponíveis	Sin movimientos disponibles	Нет доступных ходов	移動可能な手がありません	이동할 수 있는 곳이 없습니다
StuckPopupInfoNoTime	0	Out Of Time	Süre Doldu	Geen Tijd Meer Over	Keine Zeit mehr	Temps Écoulé	Tempo Scaduto	Sem Tempo	Sin Tiempo	Время истекло	時間切れ	시간 초과
Successful!	0	Successful!	Başarılı!	Succesvol!	Erfolgreich!	Réussi !	Successo!	Sucesso!	¡Exitoso!	Успешно!	成功！	성공적임!
SuperHard	0	Super Hard	Süper Zor	Super Moeilijk	Super schwierig	Super Hard	Super Difficile	Super Difícil	Súper Difícil	Супер Сложно	スーパー ハード	슈퍼 하드
SuperHardLevel	0	Super Hard	Süper Zor	Super Moeilijk	Super Schwer	Super Difficile	Super Difficile	Super Difícil	Súper Difícil	Супер Сложный	スーパー・ハード	슈퍼 하드
SuperHardUpper	0	SUPER HARD	SÜPER ZOR	SUPER HART	SUPER SCHWER	SUPER DIFFICILE	SUPER DURA	SUPER DIFÍCIL	SÚPER DIFÍCIL	СУПЕР СЛОЖНО	スーパー ハード	슈퍼 하드
Support	0	Support	Destek	Ondersteuning	Unterstützung	Assistance	Supporto	Suporte	Soporte	Поддержка	サポート	지원
TapToClaim	0	Tap to Claim	Dokun ve Al	Tik om te Claimen	Zum Beanspruchen tippen	Touchez pour récupérer	Tocca per Riscattare	Toque para Coletar	Toca para reclamar	Нажмите, чтобы получить	タップして獲得	탭하여 받기
TapToContinue	0	Tap to Continue	Devam etmek için dokunun	Tik om door te gaan	Tippen, um fortzufahren	Appuyez pour continuer	Tocca per continuare	Toque para Continuar	Toca para continuar	Нажмите, чтобы продолжить	タップして続行	탭하여 계속하기
TaptoOpen	0	Tap to open	Açmak için dokun	Tik om te openen	Tippen zum Öffnen	Touchez pour ouvrir	Tocca per aprire	Toque para abrir	Toca para abrir	Нажмите, чтобы открыть	タップして開く	탭하여 열기
TeamAreanaClaimNoContribution	0	Team Arena finished without your contribution!	Katkınız olmadan Takım Arenası tamamlandı!	Team Arena is voltooid zonder jouw bijdrage!	Team Arena wurde ohne deinen Beitrag abgeschlossen!	L'Arène d'Équipe s'est terminée sans votre contribution !	L'Arena di squadra è terminata senza il tuo contributo!	A Arena de Equipe terminou sem a sua contribuição!	¡El equipo Arena terminó sin tu contribución!	Командная арена завершена без вашего участия!	チームアリーナがあなたの貢献なしで終了しました！	팀 아레나는 당신의 참여 없이 종료되었습니다!
TeamAreanaInfoHeader	0	Team Arena	Takım Arenası	Team Arena	Team-Arena	Arène d'Équipe	Aréna del Team	Arena da Equipe	Arena de Equipo	Командная арена	チームアリーナ	팀 아레나
TeamArenaContributionRewards	0	Contribution Rewards!	Katkı Ödülleri!	Bijdragebeloningen!	Beitragsbelohnungen!	Récompenses de Contribution !	Ricompense per il contributo!	Recompensas de Contribuição!	¡Recompensas por Contribución!	Награды за вклад!	貢献報酬！	기여 보상!
TeamArenaInfoStep1	0	Beat Levels!	Bölümleri Geç!	Versla Niveaus!	Ebenen besiegen!	Terminez les niveaux !	Supera i livelli!	Passe de Nível!	¡Supera Niveles!	Пройдите уровни!	レベルをクリアしよう!	레벨을 클리어하세요!
TeamArenaInfoStep2	0	Compete against\nother teams!	Diğer takımlara karşı yarış!	Strijd tegen andere teams!	Tritt gegen andere Teams an!	Faites face\nà d'autres équipes !	Competi contro  \naltre squadre!	Compita contra\noutras equipes!	¡Compite contra  \notros equipos!	Соревнуйтесь с другими командами!	他のチームと競争しよう！	다른 팀들과 경쟁하세요!
TeamArenaInfoStep3	0	Win amazing rewards!	Harika ödüller kazan!	Win geweldige beloningen!	Gewinne erstaunliche Belohnungen!	Gagnez des récompenses incroyables !	Vinci fantastici premi!	Ganhe recompensas incríveis!	¡Gana increíbles recompensas!	Выигрывайте потрясающие награды!	素晴らしい報酬を獲得しよう！	멋진 보상을 획득하세요!
TeamArenaJoinEligible	0	Team Arena has started! Join the competition now!	Takım Arenası başladı! Şimdi yarışmaya katıl!	Team Arena is begonnen! Doe nu mee aan de competitie!	Das Team-Arena hat begonnen! Schließe dich jetzt dem Wettbewerb an!	L'Arène d'équipe a commencé ! Rejoignez la compétition dès maintenant !	L'Arena a Squadre è iniziata! Unisciti alla competizione ora!	A Arena de Equipes começou! Participe da competição agora!	¡La Arena del Equipo ha comenzado! ¡Únete a la competencia ahora!	Арена команд началась! Присоединяйтесь к соревнованию сейчас!	チームアリーナが始まりました！今すぐ競争に参加しましょう！	팀 아레나가 시작되었습니다! 지금 바로 경쟁에 참여하세요!
TeamArenaJoinInfoNoTeam	0	Join a team to compete in \nthe Team Arena!	Takım Arenasında yarışmak için bir takıma katıl!	Sluit je aan bij een team om deel te nemen aan de Team Arena!	Schließe dich einem Team an, um in der Team Arena anzutreten!	Rejoignez une équipe pour concourir dans l'Arène d'Équipe !	Unisciti a una squadra per competere nell'Arena a Squadre!	Participe de uma equipe para competir na Arena de Equipes!	Únete a un equipo para competir en la Arena de Equipos.	Присоединяйтесь к команде, чтобы участвовать в соревнованиях на Командной Арене!	チームに参加して、Team Arenaで競い合いましょう！	팀 아레나에서 경쟁하려면 팀에 가입하세요!
TeamArenaJoinInfoNotEnoughMembers	0	Your team needs at least <color=#FFDD22>10</color> members\nto compete in Team Arena!	Takımınızın Takım Arena'da yarışabilmesi için en az <color=#FFDD22>10</color> üyeye ihtiyacı var!	Je team heeft minimaal <color=#FFDD22>10</color> leden nodig om deel te nemen aan Team Arena!	Dein Team benötigt mindestens <color=#FFDD22>10</color> Mitglieder, um in der Team Arena anzutreten!	Votre équipe a besoin d'au moins <color=#FFDD22>10</color> membres pour participer à l'Arène d'Équipe !	La tua squadra ha bisogno di almeno <color=#FFDD22>10</color> membri per competere nell'Arena di Squadra!	Sua equipe precisa de pelo menos <color=#FFDD22>10</color> membros para competir na Arena de Equipes!	Tu equipo necesita al menos <color=#FFDD22>10</color> miembros para competir en la Arena de Equipo.	Чтобы принять участие в командной арене, в вашей команде должно быть как минимум <color=#FFDD22>10</color> участников!	チームアリーナに参加するには、チームに少なくとも<color=#FFDD22>10</color>人のメンバーが必要です！	팀 아레나에 참가하려면 팀원이 최소 <color=#FFDD22>10명</color> 필요합니다!
TeamArenaJoinInfoNotEnoughMembersCustomWarning	0	Your team needs at least {0} members to compete!	Takımınızın rekabet edebilmesi için en az {0} üyeye ihtiyacı var!	Je team heeft minstens {0} leden nodig om deel te nemen!	Dein Team benötigt mindestens {0} Mitglieder, um teilzunehmen!	Votre équipe a besoin d'au moins {0} membres pour participer !	Il tuo team necessita di almeno {0} membri per competere!	Sua equipe precisa de pelo menos {0} membros para competir!	Tu equipo necesita al menos {0} miembros para competir.	В вашей команде должно быть как минимум {0} участников, чтобы принять участие в соревновании!	チームが競技に参加するには、少なくとも{0}人のメンバーが必要です！	귀하의 팀은 경쟁하기 위해 최소 {0}명의 팀원이 필요합니다!
TeamArenaJoinInfoNotEnoughMembersTitle	0	Not enough members!	Yeterli üye yok!	Niet genoeg leden!	Nicht genügend Mitglieder!	Pas assez de membres !	Non ci sono abbastanza membri!	Não há membros suficientes!	¡No hay suficientes miembros!	Недостаточно участников!	メンバーが足りません！	구성원이 부족합니다!
TeamArenaJoinedEventWithDifferentTeam	0	You already participated\nthe Team Arena in another team!	Zaten başka bir takımda Takım Arena'ya katıldınız!	Je hebt al deelgenomen aan de Team Arena in een ander team!	Du hast bereits in einem anderen Team an der Team Arena teilgenommen!	Vous avez déjà participé à l'Arène d'Équipe avec une autre équipe !	Hai già partecipato all'Arena di Squadra con un'altra squadra!	Você já participou da Team Arena em outra equipe!	¡Ya participaste en el Team Arena con otro equipo!	Вы уже приняли участие в Командной Арене в другой команде!	他のチームで既にチームアリーナに参加しました！	이미 다른 팀에서 팀 아레나에 참가하셨습니다!
TeamArenaNoContribution	0	Not getting rewards without contribution!	Katkı olmadan ödül almak yok!	Geen beloningen zonder bijdrage!	Ohne Beitrag keine Belohnungen!	Pas de récompenses sans contribution !	Nessuna ricompensa senza contributo!	Sem recompensas sem contribuição!	¡No recibirás recompensas sin contribución!	Нет наград без вклада!	貢献なしでは報酬が得られません！	기여 없이 보상을 받을 수 없습니다!
TeamArenaProgress	0	My Progress:{0}/{1}	İlerlemeniz: {0}/{1}	Mijn voortgang: {0}/{1}	Mein Fortschritt: {0}/{1}	Mon progrès : {0}/{1}	Il mio progresso: {0}/{1}	Meu Progresso: {0}/{1}	Mi Progreso: {0}/{1}	Мой прогресс: {0}/{1}	私の進捗状況: {0}/{1}	내 진행 상황: {0}/{1}
TeamArenaRewardPerUser	0	Rewards for each!	Herkes için ödüller!	Beloningen voor elk!	Belohnungen für jeden!	Récompenses pour chacun !	Ricompense per ciascuno!	Recompensas para cada um!	¡Recompensas para cada uno!	Награды для каждого!	それぞれへの報酬！	각자에게 주어지는 보상!
TeamArenaRewards	0	Arena Rewards!	Arena Ödülleri!	Arena Beloningen!	Arena-Belohnungen!	Récompenses de l'Arène !	Ricompense dell'Arena!	Recompensas da Arena!	¡Recompensas de Arena!	Награды за арену!	アリーナ報酬！	아레나 보상!
TeamArenaTab	0	Arena	Arena	Arena	Arena	Arène	Arena	Arena	Arena	Арена	アリーナ	아레나
TeamArenaWontAbleToJoinEvent	0	You won't be able to participate in the ongoing Team Arena!	Devam eden Takım Arenası'na katılamayacaksınız!	Je zult niet kunnen deelnemen aan de lopende Team Arena!	Du kannst an der laufenden Team Arena nicht teilnehmen!	Vous ne pourrez pas participer à l'Arène d'Équipe en cours !	Non potrai partecipare all'attuale Team Arena!	Você não poderá participar da Arena de Equipes em andamento!	¡No podrás participar en la Arena de Equipo en curso!	Вы не сможете принять участие в текущей Team Arena!	進行中のチームアリーナには参加できません！	현재 진행 중인 팀 아레나에 참가할 수 없습니다!
TeamCheckSuggestions	0	Check suggested teams for you	Sizin için önerilen takımları kontrol edin.	Controleer voorgestelde teams voor jou	Überprüfe die vorgeschlagenen Teams für dich	Vérifiez les équipes suggérées pour vous	Controlla le squadre suggerite per te	Verifique as equipes sugeridas para você	Consulta los equipos sugeridos para ti.	Проверьте предложенные команды для вас	おすすめのチームをチェック	추천 팀을 확인하세요
TeamDemoteSure	0	Are you sure you want to demote <color=#D35000>{0}</color>?	<color=#D35000>{0}</color>'ı yetkisini düşürmek istediğine emin misin?	Weet je zeker dat je <color=#D35000>{0}</color> wilt degraderen?	Bist du sicher, dass du <color=#D35000>{0}</color> degradieren möchtest?	Tu es sûr de vouloir rétrograder <color=#D35000>{0}</color> ?	Sei sicuro di voler retrocedere <color=#D35000>{0}</color>?	Tem certeza que quer rebaixar <color=#D35000>{0}</color>?	¿Seguro que quieres degradar a <color=#D35000>{0}</color>?	Ты уверен, что хочешь понизить <color=#D35000>{0}</color>?	<color=#D35000>{0}</color>を降格してもよろしいですか？	<color=#D35000>{0}</color>의 등급을 내리시겠어요?
TeamDemoteTitle	0	Demote Co-leader	Ortak Lideri Düşür	Co-leider degraderen	Co-Leiter degradieren	Rétrograder le co-chef d'équipe	Retrocedi co-leader	Rebaixar Co-líder	Degradar a colíder	Понизить со-лидера	共同リーダーを降格	공동 리더 강등
TeamDescriptionEnter	0	Enter team description...	Takım açıklamasını gir...	Voer teamomschrijving in...	Teambeschreibung eingeben...	Saisissez la description de l'équipe...	Inserisci la descrizione del team...	Insira a descrição da equipe...	Introduce la descripción del equipo...	Введите описание команды...	チームの説明を入力してください...	팀 설명 입력...
TeamEdit	0	Team Edit	Takım Düzenle	Team Bewerken	Team bearbeiten	Édition d'Équipe	Modifica Squadra	Editar Equipe	Edición del Equipo	Редактирование команды	チーム編集	팀 편집
TeamFullErrorMessage	0	This team is already full.	Bu takım zaten dolu.	Dit team is al vol.	Dieses Team ist bereits voll.	Cette équipe est déjà complète.	Questa squadra è già al completo.	Este time já está cheio.	Este equipo ya está lleno.	Эта команда уже заполнена.	このチームはすでに満員です。	이 팀은 이미 가득 찼습니다.
TeamInfo	0	Team Info	Takım Bilgisi	Teaminformatie	Team-Info	Informations sur l'équipe	Informazioni sul team	Informações da Equipe	Información del Equipo	Информация о команде	チーム情報	팀 정보
TeamJoinTitle	0	Join a team to get free lives!	Bedava canlar kazanmak için bir takıma katıl!	Sluit je aan bij een team om gratis levens te krijgen!	Tritt einem Team bei, um kostenlose Leben zu erhalten!	Rejoignez une équipe pour obtenir des vies gratuites !	Unisciti a una squadra per ottenere vite gratuite!	Junte-se a uma equipe para ganhar vidas grátis!	¡Únete a un equipo para obtener vidas gratis!	Присоединяйтесь к команде, чтобы получить бесплатные жизни!	チームに参加して無料のライフを手に入れよう！	팀에 가입하여 무료 생명을 받으세요!
TeamKick	0	Kick	Kov	Schop	Tritt	Coup de pied	Calcio	Expulsar	Expulsar	Удар	キック	킥
TeamKickOut	0	Kick Out!	Kov!	Schop Eruit!	Rauswerfen!	Expulsé !	Calcio Fuori!	Fora Daqui!	¡Fuera!	Выгнать!	キックアウト！	킥 아웃!
TeamLogo	0	Team Logo	Takım Logosu	Team Logo	Team-Logo	Logo de l'équipe	Logo della Squadra	Logotipo da Equipe	Logotipo del equipo	Логотип команды	チームロゴ	팀 로고
TeamName	0	Team Name	Takım Adı	Teamnaam	Teamname	Nom de l'équipe	Nome della Squadra	Nome da Equipe	Nombre del equipo	Название команды	チーム名	팀 이름
TeamNameCantBeEmpty	0	Team name can't be empty	Takım adı boş bırakılamaz	Teamnaam mag niet leeg zijn	Teamname darf nicht leer sein.	Le nom de l'équipe ne peut pas être vide.	Il nome del team non può essere vuoto.	O nome da equipe não pode estar vazio.	El nombre del equipo no puede estar vacío.	Имя команды не может быть пустым	チーム名を空にすることはできません。	팀 이름은 비워 둘 수 없습니다.
TeamNameCantBeShorterThan3	0	Team name can't be less then three characters	Takım adı üç karakterden kısa olamaz.	Teamnaam kan niet minder dan drie tekens zijn.	Der Teamname darf nicht weniger als drei Zeichen lang sein.	Le nom de l'équipe ne peut pas contenir moins de trois caractères.	Il nome del team non può essere più corto di tre caratteri.	O nome da equipe não pode ter menos de três caracteres.	El nombre del equipo no puede tener menos de tres caracteres.	Название команды не может содержать менее трех символов.	チーム名は3文字以上にする必要があります。	팀 이름은 세 글자 이상이어야 합니다.
